1	7	51.19304878440967	0.44751815021280117
1	8	59.21822981352516	0.04853676989449629
1	9	67.60922914796804	0.3257062773011423
1	10	75.42983524162945	0.1656155536296935
1	11	83.8802555090489	0.35904262711715673
1	12	91.12759108121546	0.44835476316748657
1	13	99.94139106679503	0.40649169241188676
1	21	56.141689504486735	-2.518178882262229
1	22	64.1986135182698	-2.636382362664464
1	23	72.75660101295496	-2.8817501959118488
1	24	80.43042272243797	-2.678105010614041
1	25	88.58579979552796	-2.8608360172071428
1	26	96.42927277679081	-2.549070505854517
1	33	51.74048185595914	-5.828439199137937
1	34	59.37170205715627	-5.682991561963295
1	35	67.79284931860911	-5.805752053030434
1	36	75.24247360216698	-5.651758946875544
1	37	83.67303418281833	-5.681404546155367
1	38	91.09513779686743	-5.935474002198539
1	39	99.42627064020934	-5.781432128692407
2	7	53.130630142782266	0.4723917603620516
2	8	61.80736097709852	0.3516700534846226
2	9	68.9575719582204	0.34382406848668995
2	10	77.23621241455417	0.2155521482753312
2	11	85.72506863014941	0.13721325652230526
2	12	93.41719995350307	-0.0036857957028998516
2	21	58.81321874360682	-2.604911676536075
2	22	66.54636778068074	-2.5964408868437814
2	23	74.47394273197865	-2.8851886838167857
2	24	82.01738080729073	-2.74201289741268
2	25	90.32893661654865	-2.5599685837969917
2	26	98.80815827439248	-2.875539646205258
2	33	52.98943249019886	-5.769748753076773
2	34	61.75384765608965	-5.835534916277457
2	35	68.92833725014293	-5.7076490346792506
2	36	77.8534170439616	-5.84877178358172
2	37	85.17142257771856	-5.884435259118261
2	38	93.17996958633697	-5.6088187342246725
3	7	54.986684984926534	0.01029549222095911
3	8	62.73288860141406	0.18528835641339358
3	9	71.4197932445173	0.1051465991655481
3	10	79.43594969562696	0.4368188718827054
3	11	88.00141377632839	0.20570709566926024
3	12	95.42485942442781	0.007475245304536264
3	20	52.53991891381886	-2.547822200985273
3	21	59.472886016287326	-2.712641369969369
3	22	68.69580887409077	-2.7924329248590833
3	23	76.42447673949682	-2.8801708230672567
3	24	84.29967944956041	-2.553491378152024
3	25	92.37914736308971	-2.8356463923566215
3	33	55.34298021388133	-5.591971645716006
3	34	63.49300455802406	-5.670336453743465
3	35	70.61726942283735	-6.005554354621982
3	36	79.49733527954459	-5.906358455484178
3	37	87.34708275388878	-5.596807551793476
3	38	95.37933287440673	-5.765446802347677
4	7	56.35497674346442	0.4603722199899834
4	8	64.26773956228818	0.11117450092849393
4	9	71.96116724547974	0.4490750322953434
4	10	81.17065876859667	0.1070995126554672
4	11	89.4736021195334	0.057965118063588804
4	12	97.1371984492573	0.43276023893365684
4	20	53.488821720094556	-2.8439496563576894
4	21	61.19134288861005	-2.9597776176243684
4	22	69.30453194627918	-2.695957059127606
4	23	77.17085386899697	-2.8197142266376596
4	24	85.28280329150763	-2.8589517538745666
4	25	93.60227894484433	-2.598808749082407
4	33	56.45920760642689	-5.974846837711659
4	34	65.38070712931118	-5.779332156140687
4	35	71.5380939964293	-5.827012470380539
4	36	80.46683827665741	-5.781455422676868
4	37	88.70856199938598	-5.792647785374502
4	38	96.75070303164898	-5.791036281607226
5	7	57.824454371244535	-0.02087570426662906
5	8	65.13307754705413	0.33055846460416155
5	9	73.1757491877304	0.08506278637420298
5	10	82.56666838424984	-0.03822786380089162
5	11	90.29986365190034	0.3886059256707415
5	12	98.41515780047878	0.437248281785395
5	20	54.39601992082292	-2.784477011163341
5	21	62.10503689958308	-2.934500344911175
5	22	70.4084161595016	-2.5736068491266133
5	23	77.95551109478647	-3.0768321518519075
5	24	85.44237454123056	-2.9133398346272563
5	25	95.52326984720291	-2.620277308444301
5	33	57.11399245926141	-5.637360116121664
5	34	66.01752985551532	-5.755394658832091
5	35	73.10411665397132	-5.736294778775782
5	36	81.00778306924663	-5.62567873252222
5	37	90.03057802506427	-6.016663495158358
5	38	98.48942382312899	-5.76686378062854
6	7	58.18727758147837	-0.02017635123908655
6	8	65.626251179737	0.09993923834004138
6	9	73.81383150169091	0.04507380139081481
6	10	82.56717320810085	0.14199633521110513
